sensor_type,goal_id,goal_x,goal_y,time_to_goal,path_length,replan_count,success
lidar,0,6.367633819580078,1.5474462509155273,94.605,6.378,3,False
lidar,1,1.158562421798706,2.318802833557129,75.063,5.381,1,True
lidar,2,-3.5313382148742676,0.8191921710968018,94.199,5.437,3,False
lidar,3,-0.028192520141601562,2.997647285461426,58.754,3.581,6,True
